id,zipcode,city,combi
632,1718,Rechthalten,1718 Rechthalten
633,1719,Brünisried,1719 Brünisried
634,1719,Zumholz,1719 Zumholz
635,1720,Chésopelloz,1720 Chésopelloz
636,1720,Corminboeuf,1720 Corminboeuf
637,1721,Cormérod,1721 Cormérod
638,1721,Cournillens,1721 Cournillens
639,1721,Courtion,1721 Courtion
640,1721,Misery,1721 Misery
641,1722,Bourguillon,1722 Bourguillon
642,1723,Marly,1723 Marly
643,1723,Pierrafortscha,1723 Pierrafortscha
644,1723,Villarsel-Marly,1723 Villarsel-Marly
645,1724,Bonnefontaine,1724 Bonnefontaine
646,1724,Essert FR,1724 Essert FR
647,1724,Ferpicloz,1724 Ferpicloz
648,1724,Le Mouret,1724 Le Mouret
649,1724,Montévraz,1724 Montévraz
650,1724,Oberried FR,1724 Oberried FR
651,1724,SenÁdes,1724 SenÁdes
652,1724,Zénauva,1724 Zénauva
653,1725,Posieux,1725 Posieux
654,1726,Farvagny,1726 Farvagny
655,1726,Farvagny-le-Petit,1726 Farvagny-le-Petit
656,1726,Grenilles,1726 Grenilles
657,1726,Posat,1726 Posat
658,1727,Corpataux-Magneden,1727 Corpataux-Magneden
659,1727,Magnedens,1727 Magnedens
660,1728,Rossens FR,1728 Rossens FR
661,1730,Ecuvillens,1730 Ecuvillens
662,1731,Ependes FR,1731 Ependes FR
663,1732,Arconciel,1732 Arconciel
664,1733,Treyvaux,1733 Treyvaux
665,1734,Tentlingen,1734 Tentlingen
666,1735,Giffers,1735 Giffers
667,1736,St. Silvester,1736 St. Silvester
668,1737,Plasselb,1737 Plasselb
669,1738,Sangernboden,1738 Sangernboden
670,1740,Neyruz FR,1740 Neyruz FR
671,1741,Cottens FR,1741 Cottens FR
672,1742,Autigny,1742 Autigny
673,1744,Chénens,1744 Chénens
674,1745,Lentigny,1745 Lentigny
675,1746,Prez-vers-Noréaz,1746 Prez-vers-Noréaz
676,1747,Corserey,1747 Corserey
677,1748,Torny-le-Grand,1748 Torny-le-Grand
678,1749,Middes,1749 Middes
679,1752,Villars-sur-Glâne,1752 Villars-sur-Glâne
680,1753,Matran,1753 Matran
681,1754,Avry-sur-Matran,1754 Avry-sur-Matran
682,1754,Corjolens,1754 Corjolens
683,1754,Rosé,1754 Rosé
684,1756,Lovens,1756 Lovens
685,1756,Onnens FR,1756 Onnens FR
686,1757,Noréaz,1757 Noréaz
687,1762,Givisiez,1762 Givisiez
688,1763,Granges-Paccot,1763 Granges-Paccot
689,1772,Grolley,1772 Grolley
690,1772,Nierlet-les-Bois,1772 Nierlet-les-Bois
691,1772,Ponthaux,1772 Ponthaux
692,1773,Chandon,1773 Chandon
693,1773,Léchelles,1773 Léchelles
694,1773,Russy,1773 Russy
695,1774,Cousset,1774 Cousset
696,1774,Montagny-les-Monts,1774 Montagny-les-Monts
697,1775,Grandsivaz,1775 Grandsivaz
698,1775,Mannens,1775 Mannens
699,1776,Montagny-la-Ville,1776 Montagny-la-Ville
700,1782,Autafond,1782 Autafond
701,1782,Belfaux,1782 Belfaux
702,1782,Cormagens,1782 Cormagens
703,1782,Formangueires,1782 Formangueires
704,1782,La Corbaz,1782 La Corbaz
705,1782,Lossy,1782 Lossy
706,1783,BarberÁche,1783 BarberÁche
707,1783,Pensier,1783 Pensier
708,1784,Courtepin,1784 Courtepin
709,1784,Wallenried,1784 Wallenried
710,1785,Cressier FR,1785 Cressier FR
711,1786,Sugiez,1786 Sugiez
712,1787,Môtier (Vully),1787 Môtier (Vully)
713,1787,Mur (Vully) FR,1787 Mur (Vully) FR
714,1787,Mur (Vully) VD,1787 Mur (Vully) VD
715,1788,Praz (Vully),1788 Praz (Vully)
716,1789,Lugnorre,1789 Lugnorre
717,1791,Courtaman,1791 Courtaman
718,1792,Cordast,1792 Cordast
719,1792,Guschelmuth,1792 Guschelmuth
720,1793,Jeuss,1793 Jeuss
721,1794,Salvenach,1794 Salvenach
722,1795,Courlevon,1795 Courlevon
723,1796,Courgevaux,1796 Courgevaux
724,1797,Münchenwiler,1797 Münchenwiler
725,1800,Vevey,1800 Vevey
726,1801,Le Mont-PÁlerin,1801 Le Mont-PÁlerin
727,1802,Corseaux,1802 Corseaux
728,1803,Chardonne,1803 Chardonne
729,1804,Corsier-sur-Vevey,1804 Corsier-sur-Vevey
730,1805,Jongny,1805 Jongny
731,1806,St-Légier-Chiésaz,1806 St-Légier-Chiésaz
732,1807,Blonay,1807 Blonay
733,1808,Monts-de-Corsier,1808 Monts-de-Corsier
734,1809,Fenil-sur-Corsier,1809 Fenil-sur-Corsier
735,1814,La Tour-de-Peilz,1814 La Tour-de-Peilz
736,1815,Clarens,1815 Clarens
737,1816,Chailly-Montreux,1816 Chailly-Montreux
738,1817,Brent,1817 Brent
739,1820,Montreux,1820 Montreux
740,1820,Territet,1820 Territet
741,1820,Veytaux,1820 Veytaux
742,1822,Chernex,1822 Chernex
743,1823,Glion,1823 Glion
744,1824,Caux,1824 Caux
745,1832,Chamby,1832 Chamby
746,1832,Villard-sur-Chamby,1832 Villard-sur-Chamby
747,1833,Les Avants,1833 Les Avants
748,1844,Villeneuve VD,1844 Villeneuve VD
749,1845,Noville,1845 Noville
750,1846,Chessel,1846 Chessel
751,1847,Rennaz,1847 Rennaz
752,1852,Roche VD,1852 Roche VD
753,1853,Yvorne,1853 Yvorne
754,1854,Leysin,1854 Leysin
755,1856,Corbeyrier,1856 Corbeyrier
756,1860,Aigle,1860 Aigle
757,1862,La Comballaz,1862 La Comballaz
758,1862,Les Mosses,1862 Les Mosses
759,1863,Le Sépey,1863 Le Sépey
760,1864,Vers-l'Eglise,1864 Vers-l'Eglise
761,1865,Les Diablerets,1865 Les Diablerets
762,1866,La Forclaz VD,1866 La Forclaz VD
763,1867,Ollon VD,1867 Ollon VD
764,1867,Panex,1867 Panex
765,1867,St-Triphon,1867 St-Triphon
766,1868,Collombey,1868 Collombey
767,1869,Massongex,1869 Massongex
768,1870,Monthey,1870 Monthey
769,1871,Choëx,1871 Choëx
770,1871,Les Giettes,1871 Les Giettes
771,1872,Troistorrents,1872 Troistorrents
772,1873,Champoussin,1873 Champoussin
773,1873,Les Crosets,1873 Les Crosets
774,1873,Val-d'Illiez,1873 Val-d'Illiez
775,1874,Champéry,1874 Champéry
776,1875,Morgins,1875 Morgins
777,1880,Bex,1880 Bex
778,1880,Fenalet-sur-Bex,1880 Fenalet-sur-Bex
779,1880,FreniÁres-sur-Bex,1880 FreniÁres-sur-Bex
780,1880,Les Plans-sur-Bex,1880 Les Plans-sur-Bex
781,1880,Les Posses-sur-Bex,1880 Les Posses-sur-Bex
782,1882,Gryon,1882 Gryon
783,1884,Arveyes,1884 Arveyes
784,1884,Huémoz,1884 Huémoz
785,1884,Villars-sur-Ollon,1884 Villars-sur-Ollon
786,1885,ChesiÁres,1885 ChesiÁres
787,1890,Mex VS,1890 Mex VS
788,1890,St-Maurice,1890 St-Maurice
789,1891,Vérossaz,1891 Vérossaz
790,1892,Lavey-les-Bains,1892 Lavey-les-Bains
791,1892,Lavey-Village,1892 Lavey-Village
792,1892,Morcles,1892 Morcles
793,1893,Muraz (Collombey),1893 Muraz (Collombey)
794,1895,Vionnaz,1895 Vionnaz
795,1896,Miex,1896 Miex
796,1896,Vouvry,1896 Vouvry
797,1897,Bouveret,1897 Bouveret
798,1897,Les Evouettes,1897 Les Evouettes
799,1898,St-Gingolph,1898 St-Gingolph
800,1899,Torgon,1899 Torgon
801,1902,Evionnaz,1902 Evionnaz
802,1903,Collonges,1903 Collonges
803,1904,Vernayaz,1904 Vernayaz
804,1905,Dorénaz,1905 Dorénaz
805,1906,Charrat,1906 Charrat
806,1907,Saxon,1907 Saxon
807,1908,Riddes,1908 Riddes
808,1911,Mayens-de-Chamoson,1911 Mayens-de-Chamoson
809,1911,Ovronnaz,1911 Ovronnaz
810,1912,Dugny (Leytron),1912 Dugny (Leytron)
811,1912,Leytron,1912 Leytron
812,1912,Montagnon (Leytron,1912 Montagnon (Leytron
813,1912,Produit (Leytron),1912 Produit (Leytron)
814,1913,Saillon,1913 Saillon
815,1914,Auddes-sur-Riddes,1914 Auddes-sur-Riddes
816,1914,Isérables,1914 Isérables
817,1918,La Tzoumaz,1918 La Tzoumaz
818,1920,Martigny,1920 Martigny
819,1921,Martigny-Croix,1921 Martigny-Croix
820,1922,Granges (Salvan),1922 Granges (Salvan)
821,1922,Salvan,1922 Salvan
822,1923,Le Trétien,1923 Le Trétien
823,1923,Les Marécottes,1923 Les Marécottes
824,1925,Finhaut,1925 Finhaut
825,1925,Le Châtelard VS,1925 Le Châtelard VS
826,1926,Fully,1926 Fully
827,1927,Chemin,1927 Chemin
828,1928,Ravoire,1928 Ravoire
829,1929,Trient,1929 Trient
830,1932,Bovernier,1932 Bovernier
831,1932,Les Valettes,1932 Les Valettes
832,1933,Chamoille,1933 Chamoille
833,1933,La Garde,1933 La Garde
834,1933,Sembrancher,1933 Sembrancher
835,1933,Vens(Sembrancher),1933 Vens(Sembrancher)
836,1934,Bruson,1934 Bruson
837,1934,Le Châble VS,1934 Le Châble VS
838,1936,Verbier,1936 Verbier
839,1937,OrsiÁres,1937 OrsiÁres
840,1938,Champex-Lac,1938 Champex-Lac
841,1941,Cries (VollÁges),1941 Cries (VollÁges)
842,1941,VollÁges,1941 VollÁges
843,1942,Levron,1942 Levron
844,1943,Praz-de-Fort,1943 Praz-de-Fort
845,1944,La Fouly VS,1944 La Fouly VS
846,1945,Chandonne (Liddes),1945 Chandonne (Liddes)
847,1945,Chez Petit(Liddes),1945 Chez Petit(Liddes)
848,1945,Dranse (Liddes),1945 Dranse (Liddes)
849,1945,Fontaine Dessous,1945 Fontaine Dessous
850,1945,Fontaine Dessus,1945 Fontaine Dessus
851,1945,Fornex(Liddes),1945 Fornex(Liddes)
852,1945,Les Moulins VS,1945 Les Moulins VS
853,1945,Liddes,1945 Liddes
854,1945,Palasuit (Liddes),1945 Palasuit (Liddes)
855,1945,Petit VichÁres,1945 Petit VichÁres
856,1945,Rive Haute(Liddes),1945 Rive Haute(Liddes)
857,1945,VichÁres (Liddes),1945 VichÁres (Liddes)
858,1946,Bourg-St-Pierre,1946 Bourg-St-Pierre
859,1947,Champsec,1947 Champsec
860,1947,VersegÁres,1947 VersegÁres
861,1948,Fionnay,1948 Fionnay
862,1948,Lourtier,1948 Lourtier
863,1948,Sarreyer,1948 Sarreyer
864,1950,Sion,1950 Sion
865,1955,Chamoson,1955 Chamoson
866,1955,Grugnay (Chamoson),1955 Grugnay (Chamoson)
867,1955,Les Vérines,1955 Les Vérines
868,1955,Némiaz (Chamoson),1955 Némiaz (Chamoson)
869,1955,St-Pierre-Clages,1955 St-Pierre-Clages
870,1957,Ardon,1957 Ardon
871,1958,St-Léonard,1958 St-Léonard
872,1958,Uvrier,1958 Uvrier
873,1961,VernamiÁge,1961 VernamiÁge
874,1962,Pont-de-la-Morge,1962 Pont-de-la-Morge
875,1963,Vétroz,1963 Vétroz
876,1964,Conthey,1964 Conthey
877,1965,Chandolin SaviÁse,1965 Chandolin SaviÁse
878,1965,Diolly (SaviÁse),1965 Diolly (SaviÁse)
879,1965,Drône (SaviÁse),1965 Drône (SaviÁse)
880,1965,Granois (SaviÁse),1965 Granois (SaviÁse)
881,1965,La Muraz (SaviÁse),1965 La Muraz (SaviÁse)
882,1965,Mayens-de-la-Zour,1965 Mayens-de-la-Zour
883,1965,Monteiller,1965 Monteiller
884,1965,Ormône (SaviÁse),1965 Ormône (SaviÁse)
885,1965,Roumaz (SaviÁse),1965 Roumaz (SaviÁse)
886,1965,St-Germain,1965 St-Germain
887,1966,Argnou (Ayent),1966 Argnou (Ayent)
888,1966,Blignou (Ayent),1966 Blignou (Ayent)
889,1966,Botyre (Ayent),1966 Botyre (Ayent)
890,1966,Fortunau (Ayent),1966 Fortunau (Ayent)
891,1966,La Place (Ayent),1966 La Place (Ayent)
892,1966,Luc (Ayent),1966 Luc (Ayent)
893,1966,Saxonne (Ayent),1966 Saxonne (Ayent)
894,1966,SignÁse (Ayent),1966 SignÁse (Ayent)
895,1966,St-Romain (Ayent),1966 St-Romain (Ayent)
896,1966,Villa (Ayent),1966 Villa (Ayent)
897,1967,Bramois,1967 Bramois
898,1968,Mase,1968 Mase
899,1969,Eison (St.Martin),1969 Eison (St.Martin)
900,1969,Liez (St-Martin),1969 Liez (St-Martin)
901,1969,St-Martin VS,1969 St-Martin VS
902,1969,Suen (St-Martin),1969 Suen (St-Martin)
903,1969,Trogne (St-Martin),1969 Trogne (St-Martin)
904,1971,Champlan,1971 Champlan
905,1971,Grimisuat,1971 Grimisuat
906,1972,AnzÁre,1972 AnzÁre
907,1973,Nax,1973 Nax
908,1974,Arbaz,1974 Arbaz
909,1975,St-Séverin,1975 St-Séverin
910,1976,Aven,1976 Aven
911,1976,Daillon,1976 Daillon
912,1976,Erde,1976 Erde
913,1977,Icogne,1977 Icogne
914,1978,Lens,1978 Lens
915,1981,Vex,1981 Vex
916,1982,Euseigne,1982 Euseigne
917,1983,EvolÁne,1983 EvolÁne
918,1983,Lanna,1983 Lanna
919,1984,La Tour VS,1984 La Tour VS
920,1984,Les HaudÁres,1984 Les HaudÁres
921,1985,La Forclaz VS,1985 La Forclaz VS
922,1985,La Sage,1985 La Sage
923,1985,Villa (EvolÁne),1985 Villa (EvolÁne)
924,1986,Arolla,1986 Arolla
925,1987,Hérémence,1987 Hérémence
926,1988,Les Collons,1988 Les Collons
927,1988,Thyon,1988 Thyon
928,1991,Arvillard (Salins),1991 Arvillard (Salins)
929,1991,Misériez (Salins),1991 Misériez (Salins)
930,1991,Pravidondaz,1991 Pravidondaz
931,1991,Salins,1991 Salins
932,1991,Turin (Salins),1991 Turin (Salins)
933,1992,CrÁte-Á-l'Oeil,1992 CrÁte-Á-l'Oeil
934,1992,La Vernaz,1992 La Vernaz
935,1992,Les Agettes,1992 Les Agettes
936,1992,Les Mayens-de-Sion,1992 Les Mayens-de-Sion
937,1993,ClÁbes (Nendaz),1993 ClÁbes (Nendaz)
938,1993,Veysonnaz,1993 Veysonnaz
939,1994,Aproz (Nendaz),1994 Aproz (Nendaz)
940,1996,Baar (Nendaz),1996 Baar (Nendaz)
941,1996,Basse-Nendaz,1996 Basse-Nendaz
942,1996,Beuson (Nendaz),1996 Beuson (Nendaz)
943,1996,Bieudron (Nendaz),1996 Bieudron (Nendaz)
944,1996,Brignon (Nendaz),1996 Brignon (Nendaz)
945,1996,Condémines (Nendaz,1996 Condémines (Nendaz
946,1996,Fey (Nendaz),1996 Fey (Nendaz)
947,1996,Saclentse,1996 Saclentse
948,1997,Haute-Nendaz,1997 Haute-Nendaz
949,1997,Siviez (Nendaz),1997 Siviez (Nendaz)
950,1997,Sornard (Nendaz),1997 Sornard (Nendaz)
951,2000,Neuchâtel,2000 Neuchâtel
952,2012,Auvernier,2012 Auvernier
953,2013,Colombier NE,2013 Colombier NE
954,2014,Bôle,2014 Bôle
955,2015,Areuse,2015 Areuse
956,2016,Cortaillod,2016 Cortaillod
957,2017,Boudry,2017 Boudry
958,2019,Chambrelien,2019 Chambrelien
959,2019,Rochefort,2019 Rochefort
960,2022,Bevaix,2022 Bevaix
961,2023,Gorgier,2023 Gorgier
962,2024,St-Aubin-Sauges,2024 St-Aubin-Sauges
963,2025,Chez-le-Bart,2025 Chez-le-Bart
964,2027,Fresens,2027 Fresens
965,2027,Montalchez,2027 Montalchez
966,2028,Vaumarcus,2028 Vaumarcus
967,2034,Peseux,2034 Peseux
968,2035,Corcelles NE,2035 Corcelles NE
969,2036,CormondrÁche,2036 CormondrÁche
970,2037,Montezillon,2037 Montezillon
971,2037,Montmollin,2037 Montmollin
972,2042,Valangin,2042 Valangin
973,2043,Boudevilliers,2043 Boudevilliers
974,2046,Fontaines NE,2046 Fontaines NE
975,2052,Fontainemelon,2052 Fontainemelon
976,2052,La Vue-des-Alpes,2052 La Vue-des-Alpes
977,2053,Cernier,2053 Cernier
978,2054,Chézard-St-Martin,2054 Chézard-St-Martin
979,2054,Les Vieux-Prés,2054 Les Vieux-Prés
980,2056,Dombresson,2056 Dombresson
981,2057,Villiers,2057 Villiers
982,2058,Le Pâquier NE,2058 Le Pâquier NE
983,2063,Engollon,2063 Engollon
984,2063,Fenin,2063 Fenin
985,2063,Saules,2063 Saules
986,2063,Vilars NE,2063 Vilars NE
987,2065,Savagnier,2065 Savagnier
988,2067,Chaumont,2067 Chaumont
989,2068,Hauterive NE,2068 Hauterive NE
990,2072,St-Blaise,2072 St-Blaise
991,2073,Enges,2073 Enges
992,2074,Marin-Epagnier,2074 Marin-Epagnier
993,2075,Thielle,2075 Thielle
994,2075,Wavre,2075 Wavre
995,2087,Cornaux NE,2087 Cornaux NE
996,2088,Cressier NE,2088 Cressier NE
997,2103,Noiraigue,2103 Noiraigue
998,2105,Travers,2105 Travers
999,2108,Couvet,2108 Couvet
1000,2112,Môtiers NE,2112 Môtiers NE
1001,2113,Boveresse,2113 Boveresse
1002,2114,Fleurier,2114 Fleurier
1003,2115,Buttes,2115 Buttes
1004,2116,Mont-de-Buttes,2116 Mont-de-Buttes
1005,2117,La Côte-aux-Fées,2117 La Côte-aux-Fées
1006,2123,St-Sulpice NE,2123 St-Sulpice NE
1007,2124,Les Sagnettes,2124 Les Sagnettes
1008,2126,Les VerriÁres,2126 Les VerriÁres
1009,2127,Les Bayards,2127 Les Bayards
1010,2149,Brot-Dessous,2149 Brot-Dessous
1011,2149,Champ-du-Moulin,2149 Champ-du-Moulin
1012,2149,Fretereules,2149 Fretereules
1013,2206,Geneveys-Coffrane,2206 Geneveys-Coffrane
1014,2207,Coffrane,2207 Coffrane
1015,2208,Les Hauts-Geneveys,2208 Les Hauts-Geneveys
1016,2300,La Chaux-de-Fonds,2300 La Chaux-de-Fonds
1017,2300,La Cibourg,2300 La Cibourg
1018,2314,La Sagne NE,2314 La Sagne NE
1019,2316,Petit-Martel,2316 Petit-Martel
1020,2316,Ponts-de-Martel,2316 Ponts-de-Martel
1021,2318,Brot-Plamboz,2318 Brot-Plamboz
1022,2322,Le CrÁt-du-Locle,2322 Le CrÁt-du-Locle
1023,2325,Les Planchettes,2325 Les Planchettes
1024,2333,La Cibourg,2333 La Cibourg
1025,2333,La FerriÁre,2333 La FerriÁre
1026,2336,Les Bois,2336 Les Bois
1027,2338,Les Emibois,2338 Les Emibois
1028,2338,Muriaux,2338 Muriaux
1029,2340,Le Noirmont,2340 Le Noirmont
1030,2345,Chaux-des-Breuleux,2345 Chaux-des-Breuleux
1031,2345,Le Cerneux-Veusil,2345 Le Cerneux-Veusil
1032,2345,Les Breuleux,2345 Les Breuleux
1033,2350,Saignelégier,2350 Saignelégier
1034,2353,Les Pommerats,2353 Les Pommerats
1035,2354,Goumois,2354 Goumois
1036,2360,Le Bémont JU,2360 Le Bémont JU
1037,2362,Montfaucon,2362 Montfaucon
1038,2362,Montfavergier,2362 Montfavergier
1039,2363,Les Enfers,2363 Les Enfers
1040,2364,St-Brais,2364 St-Brais
1041,2400,Le Locle,2400 Le Locle
1042,2400,Le Prévoux,2400 Le Prévoux
1043,2405,La Chaux-du-Milieu,2405 La Chaux-du-Milieu
1044,2406,La Brévine,2406 La Brévine
1045,2406,La Châtagne,2406 La Châtagne
1046,2406,Le Brouillet,2406 Le Brouillet
1047,2406,Les TaillÁres,2406 Les TaillÁres
1048,2414,Cerneux-Péquignot,2414 Cerneux-Péquignot
1049,2416,Les Brenets,2416 Les Brenets
1050,2502,Biel/Bienne,2502 Biel/Bienne
1051,2503,Biel/Bienne,2503 Biel/Bienne
1052,2504,Biel/Bienne,2504 Biel/Bienne
1053,2505,Biel/Bienne,2505 Biel/Bienne
1054,2512,Tüscherz-Alfermée,2512 Tüscherz-Alfermée
1055,2513,Twann,2513 Twann
1056,2514,Ligerz,2514 Ligerz
1057,2515,PrÁles,2515 PrÁles
1058,2516,Lamboing,2516 Lamboing
1059,2517,Diesse,2517 Diesse
1060,2518,Nods,2518 Nods
1061,2520,La Neuveville,2520 La Neuveville
1062,2523,LigniÁres,2523 LigniÁres
1063,2525,Le Landeron,2525 Le Landeron
1064,2532,Magglingen/Macolin,2532 Magglingen/Macolin
1065,2533,Evilard,2533 Evilard
1066,2534,Les Prés-d'Orvin,2534 Les Prés-d'Orvin
1067,2534,Orvin,2534 Orvin
1068,2535,Frinvillier,2535 Frinvillier
1069,2536,Plagne,2536 Plagne
1070,2537,Vauffelin,2537 Vauffelin
1071,2538,Romont BE,2538 Romont BE
1072,2540,Grenchen,2540 Grenchen
1073,2542,Pieterlen,2542 Pieterlen
1074,2543,Lengnau BE,2543 Lengnau BE
1075,2544,Bettlach,2544 Bettlach
1076,2545,Selzach,2545 Selzach
1077,2552,Orpund,2552 Orpund
1078,2553,Safnern,2553 Safnern
1079,2554,Meinisberg,2554 Meinisberg
1080,2555,Brügg BE,2555 Brügg BE
1081,2556,Scheuren,2556 Scheuren
1082,2556,Schwadernau,2556 Schwadernau
1083,2557,Studen BE,2557 Studen BE
1084,2558,Aegerten,2558 Aegerten
1085,2560,Nidau,2560 Nidau
1086,2562,Port,2562 Port
1087,2563,Ipsach,2563 Ipsach
1088,2564,Bellmund,2564 Bellmund
1089,2565,Jens,2565 Jens
1090,2572,Mörigen,2572 Mörigen
1091,2572,Sutz,2572 Sutz
1092,2575,Gerolfingen,2575 Gerolfingen
1093,2575,Hagneck,2575 Hagneck
1094,2575,Täuffelen,2575 Täuffelen
1095,2576,Lüscherz,2576 Lüscherz
1096,2577,Finsterhennen,2577 Finsterhennen
1097,2577,Siselen BE,2577 Siselen BE
1098,2603,Péry,2603 Péry
1099,2604,La Heutte,2604 La Heutte
1100,2605,Sonceboz-Sombeval,2605 Sonceboz-Sombeval
1101,2606,Corgémont,2606 Corgémont
1102,2607,Cortébert,2607 Cortébert
1103,2608,Courtelary,2608 Courtelary
1104,2608,Mtgne-Courtelary,2608 Mtgne-Courtelary
1105,2610,Les Pontins,2610 Les Pontins
1106,2610,Mont-Crosin,2610 Mont-Crosin
1107,2610,Mont-Soleil,2610 Mont-Soleil
1108,2610,St-Imier,2610 St-Imier
1109,2612,Cormoret,2612 Cormoret
1110,2613,Villeret,2613 Villeret
1111,2615,Montagne-Sonvilier,2615 Montagne-Sonvilier
1112,2615,Sonvilier,2615 Sonvilier
1113,2616,La Cibourg,2616 La Cibourg
1114,2616,Renan BE,2616 Renan BE
1115,2710,Tavannes,2710 Tavannes
1116,2712,Le Fuet,2712 Le Fuet
1117,2713,Bellelay,2713 Bellelay
1118,2714,Le Prédame,2714 Le Prédame
1119,2714,Les Genevez JU,2714 Les Genevez JU
1120,2715,Châtelat,2715 Châtelat
1121,2715,Monible,2715 Monible
1122,2716,Sornetan,2716 Sornetan
1123,2717,Fornet-Dessous,2717 Fornet-Dessous
1124,2717,Rebévelier,2717 Rebévelier
1125,2718,Fornet-Dessus,2718 Fornet-Dessus
1126,2718,Lajoux JU,2718 Lajoux JU
1127,2720,La Tanne,2720 La Tanne
1128,2720,Tramelan,2720 Tramelan
1129,2722,Les Reussilles,2722 Les Reussilles
1130,2723,Mont-Tramelan,2723 Mont-Tramelan
1131,2732,Loveresse,2732 Loveresse
1132,2732,Reconvilier,2732 Reconvilier
1133,2732,Saicourt,2732 Saicourt
1134,2732,Saules BE,2732 Saules BE
1135,2733,Pontenet,2733 Pontenet
1136,2735,Bévilard,2735 Bévilard
1137,2735,Champoz,2735 Champoz
1138,2735,Malleray,2735 Malleray
1139,2736,Sorvilier,2736 Sorvilier
1140,2738,Court,2738 Court
1141,2740,Moutier,2740 Moutier
1142,2742,Perrefitte,2742 Perrefitte
1143,2743,Eschert,2743 Eschert
1144,2744,Belprahon,2744 Belprahon
1145,2745,Grandval,2745 Grandval
1146,2746,Crémines,2746 Crémines
1147,2747,Corcelles BE,2747 Corcelles BE
1148,2747,Seehof,2747 Seehof
1149,2748,Les Ecorcheresses,2748 Les Ecorcheresses
1150,2748,Souboz,2748 Souboz
1151,2762,Roches BE,2762 Roches BE
1152,2800,Delémont,2800 Delémont
1153,2802,Develier,2802 Develier
1154,2803,Bourrignon,2803 Bourrignon
1155,2805,SoyhiÁres,2805 SoyhiÁres
1156,2806,Mettembert,2806 Mettembert
1157,2807,Lucelle,2807 Lucelle
1158,2807,Pleigne,2807 Pleigne
1159,2812,Movelier,2812 Movelier
1160,2813,Ederswiler,2813 Ederswiler
1161,2814,Roggenburg,2814 Roggenburg
1162,2822,Courroux,2822 Courroux
1163,2823,Courcelon,2823 Courcelon
1164,2824,Vicques,2824 Vicques
1165,2825,Courchapoix,2825 Courchapoix
1166,2826,Corban,2826 Corban
1167,2827,Mervelier,2827 Mervelier
1168,2827,Schelten,2827 Schelten
1169,2828,Montsevelier,2828 Montsevelier
1170,2829,Vermes,2829 Vermes
1171,2830,Courrendlin,2830 Courrendlin
1172,2830,Vellerat,2830 Vellerat
1173,2832,Rebeuvelier,2832 Rebeuvelier
1174,2842,Rossemaison,2842 Rossemaison
1175,2843,Châtillon JU,2843 Châtillon JU
1176,2852,Courtételle,2852 Courtételle
1177,2853,Courfaivre,2853 Courfaivre
1178,2854,Bassecourt,2854 Bassecourt
1179,2855,Glovelier,2855 Glovelier
1180,2856,Boécourt,2856 Boécourt
1181,2857,Montavon,2857 Montavon
1182,2863,Undervelier,2863 Undervelier
1183,2864,Soulce,2864 Soulce
1184,2873,Saulcy,2873 Saulcy
1185,2882,St-Ursanne,2882 St-Ursanne
1186,2883,Montmelon,2883 Montmelon
1187,2884,Montenol,2884 Montenol
1188,2885,Epauvillers,2885 Epauvillers
1189,2886,Epiquerez,2886 Epiquerez
1190,2887,Soubey,2887 Soubey
1191,2888,Seleute,2888 Seleute
1192,2889,Ocourt,2889 Ocourt
1193,2900,Porrentruy,2900 Porrentruy
1194,2902,Fontenais,2902 Fontenais
1195,2903,Villars-Fontenais,2903 Villars-Fontenais
1196,2904,Bressaucourt,2904 Bressaucourt
1197,2905,Courtedoux,2905 Courtedoux
1198,2906,Chevenez,2906 Chevenez
1199,2907,Rocourt,2907 Rocourt
1200,2908,Grandfontaine,2908 Grandfontaine
1201,2912,RéclÁre,2912 RéclÁre
1202,2912,Roche-d'Or,2912 Roche-d'Or
1203,2914,Damvant,2914 Damvant
1204,2915,Bure,2915 Bure
1205,2916,Fahy,2916 Fahy
1206,2922,Courchavon,2922 Courchavon
1207,2923,Courtemaîche,2923 Courtemaîche
1208,2924,Montignez,2924 Montignez
1209,2925,Buix,2925 Buix
1210,2926,Boncourt,2926 Boncourt
1211,2932,Coeuve,2932 Coeuve
1212,2933,Damphreux,2933 Damphreux
1213,2933,Lugnez,2933 Lugnez
1214,2935,Beurnevésin,2935 Beurnevésin
1215,2942,Alle,2942 Alle
1216,2943,Vendlincourt,2943 Vendlincourt
1217,2944,Bonfol,2944 Bonfol
1218,2946,Miécourt,2946 Miécourt
1219,2947,Charmoille,2947 Charmoille
1220,2950,Courgenay,2950 Courgenay
1221,2950,Courtemautruy,2950 Courtemautruy
1222,2952,Cornol,2952 Cornol
1223,2953,Fregiécourt,2953 Fregiécourt
1224,2953,Pleujouse,2953 Pleujouse
1225,2954,Asuel,2954 Asuel
1226,3004,Bern,3004 Bern
1227,3005,Bern,3005 Bern
1228,3006,Bern,3006 Bern
1229,3007,Bern,3007 Bern
1230,3008,Bern,3008 Bern
1231,3010,Bern,3010 Bern
1232,3011,Bern,3011 Bern
1233,3012,Bern,3012 Bern
1234,3013,Bern,3013 Bern
1235,3014,Bern,3014 Bern
1236,3015,Bern,3015 Bern
1237,3018,Bern,3018 Bern
1238,3019,Bern,3019 Bern
1239,3020,Bern,3020 Bern
1240,3027,Bern,3027 Bern
1241,3032,Hinterkappelen,3032 Hinterkappelen
